text,sentiment,aspect
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce. ",1,dinner menu
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce. ",2,food
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce. ",2,chicken
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce. ",1,white wine-based sauce
"Plus, everything comes in small to average portions, so the next time you get a sushi craving, I don't recommend that you go here. ",0,portions
"Plus, everything comes in small to average portions, so the next time you get a sushi craving, I don't recommend that you go here. ",1,sushi
"He prepares the most authentic dishes, I guess that's why the bar is usually filled with Japanese. ",2,dishes
"He prepares the most authentic dishes, I guess that's why the bar is usually filled with Japanese. ",1,bar
"If you hate waiting for a table, then get take-out just around the corner next door. ",0,waiting
"If you hate waiting for a table, then get take-out just around the corner next door. ",1,table
"If you hate waiting for a table, then get take-out just around the corner next door. ",1,door
"I've eaten at this Zen Palate location a few times, and each time have had the same reaction- I feel the food's sub-par, but decide to give it another chance and order something else. ",1,location
"I've eaten at this Zen Palate location a few times, and each time have had the same reaction- I feel the food's sub-par, but decide to give it another chance and order something else. ",0,food
My next thought was god i could use a few drinks and a bathroom. ,0,drinks
My next thought was god i could use a few drinks and a bathroom. ,1,bathroom
"I had to try the sweet tea, which was served in a plastic cup at room temperture. ",2,sweet tea
"I had to try the sweet tea, which was served in a plastic cup at room temperture. ",1,served
"I had to try the sweet tea, which was served in a plastic cup at room temperture. ",1,cup
I had to chase down our waitress for the food and the bill. ,0,waitress
I had to chase down our waitress for the food and the bill. ,1,food
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude. ",1,atmosphere
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude. ",0,staff
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude. ",0,attitude
"I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience. ",2,food variety
"I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience. ",2,waitress
"I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience. ",1,ingredients
"Be careful with the waiting list- the hostess skipped over our party on the list as we sat waiting for a table, for over an hour. ",0,hostess
"Be careful with the waiting list- the hostess skipped over our party on the list as we sat waiting for a table, for over an hour. ",1,table
we literally waited for over 45 minutes to finally getting our sushi which was pretty simple rolls. ,2,sushi
we literally waited for over 45 minutes to finally getting our sushi which was pretty simple rolls. ,0,rolls
We were rudely told by the waiter that chips are only available at the bar. ,0,waiter
We were rudely told by the waiter that chips are only available at the bar. ,1,chips
We were rudely told by the waiter that chips are only available at the bar. ,1,bar
You cannot beat having the waiter spooning butter over your steak before you are served!! ,2,waiter spooning butter
You cannot beat having the waiter spooning butter over your steak before you are served!! ,1,steak
"My roommate says she has had good food here at night, at the bar. ",2,food
"My roommate says she has had good food here at night, at the bar. ",1,bar
The service was average and the tables are really close together (but who cares when the food is this good). ,0,tables
