id,sentiment,aspect,text
1304,neutral,service,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off."
1335,negative,service,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse."
401,positive,service,"The service, however, was a bright flower in a garden."
2137,positive,service,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
558,conflict,service,There are a few Italian employees who may not speak the best English but for me that adds to the experience.
1114,positive,service,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.
233,positive,service,Service was good and food is wonderful.
3276,positive,service,She gets 10 for her excellent service and advice.
211,neutral,service,Service and food is what any one would expect when spending that type of money.
266,positive,service,The staff is incredibly helpful and attentive.
1986,positive,service,"If presentation and service is your thing, then this magic show works."
2131,positive,service,Everyone is welcomed in as family.
2647,positive,service,Patroon features a nice cigar bar and has great staff.
2410,negative,service,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered."
2768,positive,service,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
812,positive,service,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).
218,positive,service,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
3493,positive,service,"Ambience is delightful, service impeccable."
503,positive,service,"Service was excellent, and the AC worked very well too (thank God, it was hot!)."
3236,positive,service,You get the sense that the people there care about their restaurant and about your experience and that is very nice.
1606,positive,service,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand."
2079,positive,service,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1213,negative,service,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
3456,positive,service,The staff was knowledgeable and full of personality.
1738,positive,service,Great staff.
1081,negative,service,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!"
94,positive,service,"Excellent atmosphere, delicious dishes good and friendly service."
1607,conflict,service,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night."
